152	استثمارات قصيرة الاجل		3
161	عملاء		3
162	اوراق القبض		3
163	حسابات جارية مدينة		3
164	سلف التعهدات الثانوية		3
165	مدينو النشاط غير الجاري		3
166	حسابات مدينة متنوعة		3
167	سلف		3
181	نقدية بالصندوق		3
182	سلف مستديمة		3
183	نقدية لدى المصارف		3
184	نقدية لدى الخزائن	184	3
185	شيكات وحوالات		3
191	حركة الانتاج التام بسعر البيع		3
192	حسابات الالتزامات المدينة		3
193	حسابات بالقيمة الرمزية		3
194	حسابات النتيجة المدينة		3
211	رأس المال المدفوع	Paid-in Capital	3
212	رأس المال ( صافي الموجودات )		3
221	احتياطيات رأسمالية		3
222	احتياطي عام		3
223	احتياطيات متنوعة		3
224	الفائض المتراكم		3
225	العجز المتراكم مدين		3
231	مخصص الاندثار المتراكم		3
232	مخصص الديون المشكوك في تحصيلها		3
234	مخصص مصروفات الشراء		3
235	تخصيصات متنوعة		3
238	مخصص هبوط الاستثمارات المالية		3
241	قروض مستلمة طويلة الاجل		3
242	قروض مستلمة قصير الاجل		3
251	جاري مكشوف		3
261	مجهزون		3
262	اوراق دفع		3
263	حسابات جارية دائنة		3
264	حسابات التعهدات		3
265	دائنو نشاط غير جاري		3
266	حسابات دائنة متنوعة		3
267	استقطاعات لحساب الغير		3
268	دائنو توزيع الارباح		3
281	حساب النشاط الجاري		3
291	مقابل حركة الانتاج التام بسعر البيع		3
292	حسابات الالتزامات الدائنة		3
293	مقابل حسابات بالقيمة الرمزية		3
294	حسابات النتيجة الدائنة		3
311	الرواتب النقدية للموظفين		3
312	الاجور النقدية للعمال		3
313	رواتب واجور ومخصصات غير العراقيين		3
314	المساهمات في الضمان الاجتماعي للموظفين		3
315	المساهمات في الضمان الاجتماعي للعمال		3
316	المساهمات في الضمان الاجتماعي لغير العراقيين		3
321	الخدمات والمواد الاولية		3
322	الوقود والزيوت		3
323	الادوات الاحتياطية		3
324	مواد التعبئة والتغليف		3
325	المتنوعات		3
326	تجهيزات العاملين		3
327	المياه والكهرباء		3
331	خدمات صيانة		3
332	خدمات ابحاث واستشارات		3
333	دعاية وطبع وضيافة		3
334	نقل وايفاد واتصالات		3
335	استئجار موجودات ثابتة		3
336	مصروفات خدمية متنوعة		3
341	مقاولات قانونية		3
342	خدمات التشغيل		3
351	مشتريات بغرض البيع محلية		3
352	مشتريات بغرض البيع مستوردة		3
361	فوائد مدينة		3
362	ايجارات الاراضي		3
372	اندثار مباني وانشاءات وطرق		3
373	اندثار الات ومعدات		3
374	اندثار وسائل نقل وانتقال		3
375	اندثار عدد وقوالب		3
376	اندثار اثاث واجهزة مكاتب		3
377	اهلاك نباتات وحيوانات		3
378	اطفاء نفقات مؤجلة		3
381	نفقات التقاعد والضمان الاجتماعي		3
382	المساهمة في نفقات الوحدات المركزية او التابعة		3
383	مصروفات تحويلية متنوعة		3
384	ضرائب ورسوم		3
385	اعانات		3
391	مصروفات سنوات سابقة		3
392	مصروفات عرضية		3
393	خسائر رأسمالية		3
397	احتياطي هبوط قيمة الاسهم		3
411	ايرادات نشاط الصناعات الاستخراجية		3
412	ايراد نشاط الصناعات التحويلية		3
413	ايراد نشاط التشييد		3
414	ايراد نشاط الانتاج النباتي		3
415	ايراد النشاط للانتاج الحيواني		3
416	ايراد ماء وكهرباء		3
417	ايراد بيع مخلفات		3
421	صافي مبيعات بضائع بغرض البيع		3
422	تغير مخزون بضائع بغرض البيع		3
423	عمولة مستلمة		3
424	ايراد الفندقة والسياحة		3
425	ايرادات متنوعة		3
431	ايراد خدمات النقل		3
432	ايراد خدمات الاتصالات		3
433	ايراد خدمات الصيانة والتصليح		3
434	ايراد خدمات استشارية وفنية		3
435	ايراد خدمات اجتماعية		3
436	ايراد انتساب واشتراك		3
437	ايراد خدمات متنوعة		3
438	ايجار موجودات ثابتة عدا الاراضي		3
441	ايراد التشغيل للغير		3
451	كلفة الموجودات الثابتة المصنعة		3
452	كلفة الادوات الاحتياطية المصنعة		3
453	كلفة مواد التعبئة المتداولة المصنعة		3
461	فوائد دائنة		3
462	ايجارات الاراضي		3
463	ايرادات الاستثمارات المالية		3
471	اعانات سلع مستوردة		3
472	اعانات انتاج محلي		3
473	اعانات تصدير		3
474	اعانات اخرى		3
481	ايرادات التقاعد والضمان الاجتماعي		3
482	منح تمويلية		3
483	ايرادات تحويلية متنوعة		3
491	ايرادات سنوات سابقة		3
492	ايرادات عرضية		3
493	ايرادات رأسمالية		3

